Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7351598173515982,0.4827586206896552,0.5828054298642534,0.7906155699344626, ,667.0
Class 1,0.7791293213828425,0.9129782445611403,0.8407599309153713,0.7906155699344626, ,1333.0
macro avg,0.7571445693672203,0.6978684326253978,0.7117826803898124,0.7906155699344626,0.7695, 
weighted avg,0.7644654917884225,0.7695,0.7547321048148236,0.7906155699344626, , 
