Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.755011135857461,0.5082458770614693,0.6075268817204301,0.7911554350356704, ,667.0
Class 1,0.7885235332043843,0.9174793698424606,0.8481276005547851,0.7911554350356704, ,1333.0
macro avg,0.7717673345309226,0.7128626234519649,0.7278272411376077,0.7911554350356704,0.781, 
weighted avg,0.7773471486891853,0.781,0.7678872608235278,0.7911554350356704, , 
