Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7111111111111111,0.43243243243243246,0.5378151260504201,0.7503753753753754, ,74.0
Class 1,0.7290322580645161,0.8968253968253969,0.804270462633452,0.7503753753753754, ,126.0
macro avg,0.7200716845878137,0.6646289146289146,0.6710427943419361,0.7503753753753754,0.725, 
weighted avg,0.7224014336917562,0.725,0.7056819880977302,0.7503753753753754, , 
