Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.6818181818181818,0.40540540540540543,0.5084745762711864,0.7065100815100814, ,74.0
Class 1,0.717948717948718,0.8888888888888888,0.7943262411347517,0.7065100815100814, ,126.0
macro avg,0.7206930857237606,0.6427498927498927,0.644627326288226,0.735950235950236,0.715, 
weighted avg,0.7183435582822085,0.715,0.6857439446366783,0.735950235950236, , 
