Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7413394919168591,0.48125937031484256,0.5836363636363636,0.7948940008615347, ,667.0
Class 1,0.7791959157626037,0.9159789947486872,0.8420689655172413,0.7948940008615347, ,1333.0
macro avg,0.7602677038397314,0.6986191825317649,0.7128526645768025,0.7948940008615347,0.771, 
weighted avg,0.7665707984100479,0.771,0.7558816927899686,0.7948940008615347, , 
