Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7115384615384616,0.44377811094452774,0.5466297322253001,0.7633192031141218, ,667.0
Class 1,0.7657828282828283,0.9099774943735934,0.8316763798423037,0.7633192031141218, ,1333.0
macro avg,0.738660644910645,0.6768778026590606,0.689153056033802,0.7633192031141218,0.7545, 
weighted avg,0.747692331973582,0.7545,0.736613322862033,0.7633192031141218, , 
