Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.755011135857461,0.5082458770614693,0.6075268817204301,0.7911554350356704, ,667.0
Class 1,0.7885235332043843,0.9174793698424606,0.8481276005547851,0.7911554350356704, ,1333.0
macro avg,0.7567941289148549,0.6929972748059579,0.7069683863001104,0.7911554350356704,0.7675, 
weighted avg,0.7629834606359545,0.7675,0.7513182814861682,0.7911554350356704, , 
