Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7111111111111111,0.43243243243243246,0.5378151260504201,0.7503753753753754, ,74.0
Class 1,0.7290322580645161,0.8968253968253969,0.804270462633452,0.7503753753753754, ,126.0
macro avg,0.7375,0.663020163020163,0.6687523003312477,0.7552552552552552,0.73, 
weighted avg,0.73425,0.73,0.7057857931542142,0.7552552552552552, , 
