Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.8330281338438489,0.6967418546365914,0.7588141633179164,0.8832170665206647, ,7182.0
Class 1,0.8657213316892725,0.9333333333333333,0.8982568367183751,0.8832170665206647, ,15045.0
macro avg,0.8493747327665606,0.8150375939849623,0.8285355000181458,0.8832170665206647,0.8568857695595447, 
weighted avg,0.8551574883039379,0.8568857695595447,0.8532000463120183,0.8832170665206647, , 
