Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.8346613545816733,0.6281859070464768,0.716852010265184,0.8732407989553611, ,667.0
Class 1,0.8344459279038718,0.9377344336084021,0.8830801836806783,0.8732407989553611, ,1333.0
macro avg,0.8345536412427725,0.7829601703274395,0.7999660969729312,0.8732407989553611,0.8345, 
weighted avg,0.8345177727009186,0.8345,0.8276430878466109,0.8732407989553611, , 
