Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.6923076923076924, ,7.0
Class 1,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.6923076923076924, ,13.0
macro avg,0.7261904761904762,0.7087912087912087,0.715099715099715,0.6923076923076924,0.75, 
weighted avg,0.744047619047619,0.75,0.745014245014245,0.6923076923076924, , 
