Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.8297491039426523,0.6941529235382309,0.7559183673469387,0.8797782279152997, ,667.0
Class 1,0.8585298196948682,0.9287321830457614,0.8922522522522522,0.8797782279152997, ,1333.0
macro avg,0.8334728564180619,0.7956998619969835,0.8095605922131639,0.8746405117021384,0.8395, 
weighted avg,0.8378359842719432,0.8395,0.8347051642005949,0.8746405117021384, , 
