Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.6666666666666666,0.35135135135135137,0.46017699115044247,0.7585263835263836, ,74.0
Class 1,0.7018633540372671,0.8968253968253969,0.7874564459930314,0.7585263835263836, ,126.0
macro avg,0.6842650103519669,0.6240883740883741,0.6238167185717369,0.7585263835263836,0.695, 
weighted avg,0.688840579710145,0.695,0.6663630477012735,0.7585263835263836, , 
