Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7505720823798627,0.4917541229385307,0.5942028985507246,0.7906251300456298, ,667.0
Class 1,0.783109404990403,0.9182295573893473,0.8453038674033149,0.7906251300456298, ,1333.0
macro avg,0.7531215161649945,0.6787572080426404,0.6920357817131619,0.7847332897692189,0.7605, 
weighted avg,0.7571494425863992,0.7605,0.7403890896442692,0.7847332897692189, , 
