Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.6964285714285714,0.527027027027027,0.5999999999999999,0.7435649935649935, ,74.0
Class 1,0.7569444444444444,0.8650793650793651,0.8074074074074075,0.7435649935649935, ,126.0
macro avg,0.7266865079365079,0.696053196053196,0.7037037037037037,0.7435649935649935,0.74, 
weighted avg,0.7345535714285714,0.74,0.7306666666666666,0.7435649935649935, , 
