Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.8330281338438489,0.6967418546365914,0.7588141633179164,0.8832170665206647, ,7182.0
Class 1,0.8657213316892725,0.9333333333333333,0.8982568367183751,0.8832170665206647, ,15045.0
macro avg,0.8445849336080273,0.7685267505753417,0.7905990548294164,0.8615399785975778,0.8347055383092635, 
weighted avg,0.8383897278313164,0.8347055383092635,0.8245966314985702,0.8615399785975778, , 
