Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.8330281338438489,0.6967418546365914,0.7588141633179164,0.8832170665206647, ,7182.0
Class 1,0.8657213316892725,0.9333333333333333,0.8982568367183751,0.8832170665206647, ,15045.0
macro avg,0.8097854614253666,0.7320549490487046,0.7519687143922382,0.8615399785975778,0.8068565258469429, 
weighted avg,0.8080205583329345,0.8068565258469429,0.793244810554092,0.8615399785975778, , 
