Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.8,0.5714285714285714,0.6666666666666666,0.7802197802197801, ,7.0
Class 1,0.8,0.9230769230769231,0.8571428571428571,0.7802197802197801, ,13.0
macro avg,0.8,0.7472527472527473,0.7619047619047619,0.7802197802197801,0.8, 
weighted avg,0.8,0.8,0.7904761904761904,0.7802197802197801, , 
