Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7115384615384616,0.44377811094452774,0.5466297322253001,0.7633192031141218, ,667.0
Class 1,0.7657828282828283,0.9099774943735934,0.8316763798423037,0.7633192031141218, ,1333.0
macro avg,0.7323387415139886,0.6615130169348934,0.6724381937066138,0.7582287250973162,0.7465, 
weighted avg,0.7399693225428589,0.7465,0.7243048214578179,0.7582287250973162, , 
