Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7111111111111111,0.43243243243243246,0.5378151260504201,0.7503753753753754, ,74.0
Class 1,0.7290322580645161,0.8968253968253969,0.804270462633452,0.7503753753753754, ,126.0
macro avg,0.690625,0.6308451308451308,0.631947000368053,0.7503753753753754,0.7, 
weighted avg,0.6946875,0.7,0.6730953257269046,0.7503753753753754, , 
