Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7115384615384616,0.44377811094452774,0.5466297322253001,0.7633192031141218, ,667.0
Class 1,0.7657828282828283,0.9099774943735934,0.8316763798423037,0.7633192031141218, ,1333.0
macro avg,0.7320443512797882,0.6513961698820507,0.6609208665019115,0.7633192031141218,0.7425, 
weighted avg,0.7374173929832304,0.7425,0.7163048653905221,0.7633192031141218, , 
