Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7115384615384616,0.44377811094452774,0.5466297322253001,0.7633192031141218, ,667.0
Class 1,0.7657828282828283,0.9099774943735934,0.8316763798423037,0.7633192031141218, ,1333.0
macro avg,0.7277647882486593,0.65514148402168,0.6652016802324996,0.7611040691207285,0.7425, 
weighted avg,0.7355782046709467,0.7425,0.7187715875843781,0.7611040691207285, , 
