Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.7116883116883117,0.4107946026986507,0.5209125475285171,0.7606946714189793, ,667.0
Class 1,0.756656346749226,0.9167291822955739,0.8290366350067843,0.7606946714189793, ,1333.0
macro avg,0.7341723292187688,0.6637618924971123,0.6749745912676507,0.7606946714189793,0.748, 
weighted avg,0.741659507056411,0.748,0.7262772518327822,0.7606946714189793, , 
