Class,Precision,Recall,F1-score,AUC,Accuracy,Support
Class 0,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.6923076923076924, ,7.0
Class 1,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.6923076923076924, ,13.0
macro avg,0.8611111111111112,0.6428571428571428,0.6415770609318996,0.6923076923076924,0.75, 
weighted avg,0.8194444444444444,0.75,0.7007168458781361,0.6923076923076924, , 
